Timestamp,linear_accelerationX,linear_accelerationY,linear_accelerationZ,magX,magY,magZ,gyroX,gyroY,gyroZ
1743111609.8807397,-0.004486191086471081,0.002466845326125622,0.21605563163757324,167.8955078125,270.30029296875,399.98779296875,0.91552734375,3.90625,0.48828125
1743111609.9406853,-0.004291987046599388,0.003386491909623146,0.21260452270507812,167.822265625,269.76318359375,399.98779296875,1.0986328125,4.0283203125,0.79345703125
1743111609.999958,-0.00350072979927063,0.0021299906075000763,0.20981073379516602,167.2607421875,269.20166015625,399.98779296875,0.9765625,3.96728515625,0.67138671875
1743111610.0019517,-0.004883497953414917,0.0035354159772396088,0.20646286010742188,166.9189453125,269.0673828125,399.98779296875,1.03759765625,4.0283203125,0.6103515625
1743111610.059889,-0.004322568885982037,0.0026366114616394043,0.20232993364334106,167.39501953125,268.9697265625,399.98779296875,1.0986328125,4.150390625,0.67138671875
1743111610.1198926,-0.004371173679828644,0.00307324156165123,0.19910567998886108,167.28515625,268.6767578125,399.98779296875,0.91552734375,4.21142578125,0.54931640625
1743111610.179955,-0.004178870469331741,0.002902391366660595,0.1948542594909668,167.5537109375,269.64111328125,399.98779296875,1.03759765625,3.84521484375,0.6103515625
1743111610.1819484,-0.00410979799926281,0.0016538919880986214,0.19307416677474976,167.63916015625,269.6533203125,399.98779296875,1.03759765625,4.08935546875,0.6103515625
1743111610.2406473,-0.0029613934457302094,0.0021067652851343155,0.18964272737503052,168.0419921875,269.970703125,399.98779296875,1.03759765625,4.0283203125,0.732421875
1743111610.3007424,-0.0031525492668151855,0.002312048338353634,0.1863880753517151,168.29833984375,269.970703125,399.98779296875,1.0986328125,4.08935546875,0.67138671875
1743111610.3604095,-0.004060862585902214,0.002393885515630245,0.18378746509552002,167.56591796875,269.76318359375,399.98779296875,1.03759765625,3.84521484375,0.732421875
1743111610.480595,-0.004714056849479675,0.002114212140440941,0.18038952350616455,167.68798828125,269.2138671875,399.98779296875,1.15966796875,3.72314453125,0.6103515625
1743111610.4821243,-0.0034356117248535156,0.002559477463364601,0.17836833000183105,167.61474609375,268.85986328125,399.98779296875,0.9765625,3.84521484375,0.6103515625
1743111610.4836469,-0.0032587721943855286,0.002157013863325119,0.17421954870224,167.529296875,270.08056640625,399.98779296875,1.0986328125,4.08935546875,0.54931640625
1743111610.541298,-0.0033249612897634506,0.0018812557682394981,0.1719401478767395,167.8466796875,269.7998046875,399.98779296875,1.0986328125,3.84521484375,0.67138671875
1743111610.5422947,-0.0031499508768320084,0.0010097920894622803,0.16885805130004883,167.67578125,269.59228515625,399.98779296875,1.03759765625,3.96728515625,0.54931640625
1743111610.6012087,-0.003337990492582321,0.001953522674739361,0.16642719507217407,167.90771484375,269.7265625,399.98779296875,0.91552734375,3.84521484375,0.79345703125
1743111610.6607883,-0.0036429744213819504,0.0020412858575582504,0.1631961464881897,167.822265625,269.29931640625,399.98779296875,0.9765625,3.90625,0.6103515625
1743111610.7276478,-0.002502286806702614,0.0016473876312375069,0.16037863492965698,167.9443359375,269.32373046875,399.98779296875,0.9765625,3.90625,0.6103515625
1743111610.7804444,-0.0029411371797323227,0.0018602637574076653,0.15832799673080444,168.07861328125,269.384765625,399.98779296875,0.9765625,3.96728515625,0.54931640625
1743111610.8408558,-0.0032526813447475433,0.0023097265511751175,0.15511071681976318,168.00537109375,269.384765625,399.98779296875,1.03759765625,3.84521484375,0.6103515625
1743111610.8428493,-0.0028387606143951416,0.002151496708393097,0.1518266201019287,167.431640625,269.287109375,399.98779296875,0.9765625,3.90625,0.54931640625
1743111610.9015057,-0.003872312605381012,0.0021159350872039795,0.15003740787506104,167.9443359375,269.6044921875,399.98779296875,1.0986328125,4.0283203125,0.67138671875
1743111610.9614697,-0.0033280961215496063,0.0019609080627560616,0.14815771579742432,167.88330078125,269.66552734375,399.98779296875,1.0986328125,3.7841796875,0.6103515625
1743111611.0213094,-0.0026728231459856033,0.002168601378798485,0.14594894647598267,168.42041015625,269.82421875,399.98779296875,1.0986328125,3.96728515625,0.6103515625
1743111611.0814044,-0.0023885387927293777,0.001292387954890728,0.143296480178833,168.00537109375,270.03173828125,399.98779296875,0.9765625,4.08935546875,0.67138671875
1743111611.1406913,-0.0029493216425180435,0.001991341821849346,0.13984745740890503,168.06640625,269.68994140625,399.98779296875,0.9765625,3.84521484375,0.48828125
1743111611.1426847,-0.002900572493672371,0.0006378479301929474,0.13801616430282593,168.1396484375,269.873046875,399.98779296875,0.9765625,3.96728515625,0.6103515625
1743111611.200907,-0.0021323133260011673,0.0011075157672166824,0.13561487197875977,168.34716796875,269.78759765625,399.98779296875,1.0986328125,4.0283203125,0.79345703125
1743111611.2677877,-0.002337174490094185,0.0019295783713459969,0.13289308547973633,167.2607421875,269.27490234375,399.98779296875,0.9765625,4.0283203125,0.67138671875
1743111611.3212063,-0.0018183328211307526,0.0010573165491223335,0.1320170760154724,167.66357421875,269.29931640625,399.98779296875,0.9765625,3.96728515625,0.732421875
1743111611.3809655,-0.0038291718810796738,0.001039840281009674,0.12839436531066895,167.626953125,269.07958984375,399.98779296875,1.15966796875,3.96728515625,0.6103515625
1743111611.441393,-0.0028054583817720413,0.00198307354003191,0.12651222944259644,168.00537109375,268.9453125,399.98779296875,1.03759765625,4.0283203125,0.48828125
1743111611.4423895,-0.002518981695175171,0.0015901373699307442,0.12466120719909668,167.7734375,269.3603515625,399.98779296875,1.03759765625,4.0283203125,0.6103515625
1743111611.5010438,-0.001997135579586029,0.0015638545155525208,0.12260067462921143,167.67578125,269.287109375,399.98779296875,1.03759765625,4.0283203125,0.67138671875
1743111611.620074,-0.0017240196466445923,0.0011778473854064941,0.12009400129318237,168.00537109375,269.47021484375,399.98779296875,0.9765625,3.84521484375,0.54931640625
1743111611.6803696,-0.001575469970703125,0.000918273814022541,0.11906939744949341,167.73681640625,269.51904296875,399.98779296875,0.9765625,4.08935546875,0.6103515625
1743111611.7405038,-0.0016694813966751099,0.0015033585950732231,0.11734139919281006,167.98095703125,269.677734375,399.98779296875,1.03759765625,4.0283203125,0.54931640625
