Timestamp,Event,linAccMag
1747769209.8116767,,0.4775953394629727
1747769209.89071,,0.4775004788209901
1747769209.9299963,,0.5112839766384975
1747769209.9709442,,0.39937797557425203
1747769210.0506723,,0.3987748672093591
1747769210.0708983,,0.5707912677354454
1747769210.130494,,0.3770616154001825
1747769210.1505659,,0.33330261885114865
1747769210.2119324,,0.3789730029460766
1747769210.2721412,,0.35844212403282544
1747769210.3126655,,0.33421220172072247
1747769210.3904958,,0.3363062753909562
1747769210.430903,,0.2802083412585313
1747769210.4506207,,0.33475697884747646
1747769210.5304728,,0.24172885615132797
1747769210.5905974,,0.31139124094400017
1747769210.6690528,,0.25243936462535865
1747769210.6700554,,0.29243705946362736
1747769210.7299676,,0.2522594209178436
1747769210.7729952,,0.2512478766310193
1747769210.8105123,,0.2147789539042034
1747769210.9287145,,0.26676340381331826
1747769210.95155,,0.24029925513033035
1747769211.030703,,0.2398154303008582
1747769211.109453,,0.24335259558530073
1747769211.1119606,,0.24352913716491562
1747769211.1169782,,0.2638562780650078
1747769211.1766918,,0.2952560665332972
1747769211.2324579,,0.31573534990412455
1747769211.40993,,0.36955381676134264
1747769211.531721,,0.3629439461711266
1747769211.591411,,0.34078783755881775
1747769211.8896542,,0.36869372539392853
1747769211.9499674,,0.3493071217530862
1747769211.9523854,,0.4109201898387063
1747769211.9553897,,0.3256028937456635
1747769211.963895,,0.35411820325601406
1747769212.3696434,,0.35201023296895867
1747769212.5516155,,0.3558141808432664
1747769212.6115265,,0.34454147635116894
1747769212.910975,,0.3354516229351884
1747769213.2096784,,0.3095077929313307
1747769213.3301935,,0.3094002831734434
1747769213.331975,,0.28216757237864104
1747769213.331975,,0.27751328627407224
1747769213.3400695,,0.2544680152726407
1747769213.62895,,0.2438726360924584
1747769213.8103397,,0.23707603213486447
1747769213.929643,,0.21887706725865125
1747769213.9317102,,0.2135390507751727
1747769214.2903042,,0.1963975375826255
1747769214.4708414,,0.18502603749654817
1747769214.590989,,0.1777992805302296
1747769214.8300722,,0.1856561946251427
1747769214.9500165,,0.17297793399420158
1747769215.130177,,0.16720582386994132
1747769215.2507067,,0.1663261492458887
1747769215.2519748,,0.16036866297174313
1747769215.2589793,,0.16586900742273158
1747769215.370426,,0.15786885230544875
1747769215.6715958,,0.13800041210921923
1747769215.6737893,,0.12583845438468202
1747769215.7295692,,0.11992725734027893
1747769215.791088,,0.1139003965659946
1747769215.970517,,0.10315586033581808
1747769215.9715168,,0.08748637525826287
1747769216.088969,,0.08676173785153618
1747769216.1495583,,0.08221593431874884
1747769216.1519485,,0.064223448331565
1747769216.1538146,,0.05913016223852086
1747769216.155814,,0.058548187152609094
1747769216.2103953,,0.05647379522048414
1747769216.3904316,,0.07041907182543106
1747769216.5102925,,0.0657798550387073
1747769216.569809,,0.07645260314595946
1747769216.6911795,,0.05774561818143038
1747769216.6927698,,0.05537823170649659
1747769216.6947763,,0.08893858228513399
1747769216.696778,,0.07967671656607032
1747769216.7049065,,0.13976383627241057
1747769216.8700807,,0.40670649486917465
1747769216.929899,,0.4015499313138395
1747769216.9895675,Start,1.653009318052739
1747769216.9895675,,1.653009318052739
1747769216.9935884,End,0.6675545788486512
1747769216.9935884,,0.6675545788486512
1747769216.994587,,0.4970134286750354
1747769216.9955857,,0.6362172909189434
1747769217.109392,,0.5409026273006452
1747769217.169237,,0.7989272089633229
1747769217.182173,,1.4272576979218203
1747769217.2323234,Start,1.8781651994609154
1747769217.2323234,,1.8781651994609154
1747769217.2919273,,1.8621505524352866
1747769217.2919273,End,1.1899812345614105
1747769217.2919273,,1.1899812345614105
1747769217.3501267,,0.9413210808088106
1747769217.4101033,,1.1926510918134883
1747769217.4703968,,1.1926280104978322
1747769217.5364492,,1.117662987777894
1747769217.589924,,1.1173049508314725
1747769217.5919235,,1.037244501550765
1747769217.6502373,,1.0518663755989737
1747769217.7102349,,0.9382056874853402
1747769217.770186,,0.8854358283421973
1747769217.831647,,0.8475070101651972
1747769217.8907828,,0.6690426260774675
1747769218.0086277,,0.7192481668746692
1747769218.070192,,0.3753643465208744
1747769218.0717447,,0.28987940954556135
1747769218.0738115,,0.7073324056084552
1747769218.188944,,0.7172954414409403
1747769218.1909466,,0.23847066413051074
1747769218.1934571,,0.5677258277697582
1747769218.2507403,,0.8052266139242796
1747769218.3102279,,0.6317582806523699
1747769218.369997,,0.4937676535205314
1747769218.4934332,,0.5347351434998171
1747769218.4934332,,0.6833981836534372
1747769218.5503218,,0.4834496725587996
1747769218.5518286,,0.7363907569856687
1747769218.6097236,,0.42618007831971066
1747769218.6704676,,0.4814409401722749
1747769218.7298512,,0.38918421525831626
1747769218.7934763,,0.3887939157688438
1747769218.7934763,,0.36127402831855354
1747769218.850986,,0.38766242811021756
1747769218.9172153,,0.34814521834329637
1747769218.9705236,,0.3674735427298906
1747769219.0897126,,0.33612950179880396
1747769219.0912938,,0.33122691949555305
1747769219.098324,,0.3135656911066808
1747769219.209364,,0.3086705817784201
1747769219.21748,,0.29497714936615477
1747769219.2700257,,0.286675004423472
1747769219.3303323,,0.27707679247127
1747769219.4516978,,0.2642039222556733
1747769219.452756,,0.2620772967399804
1747769219.4537568,,0.2499612551543219
1747769219.5119765,,0.24306511228442987
1747769219.5708833,,0.2331930146177261
1747769219.6300197,,0.22939557003977418
1747769219.638392,,0.2110503298411477
1747769219.690229,,0.20143610806994697
1747769219.7497025,,0.21654318379785606
1747769219.8701575,,0.29835045170660357
