Timestamp,linear_accelerationX,linear_accelerationY,linear_accelerationZ,magX,magY,magZ,gyroX,gyroY,gyroZ,accX,accY,accZ
1748547050.957122,0.18071144819259644,-0.013958871364593506,0.047576017677783966,26.3671875,20.15380859375,-96.74072265625,15.31982421875,2.5634765625,-22.52197265625,1.13037109375,0.03369140625,0.035400390625
1748547051.1353881,0.08900558948516846,0.03993537649512291,0.11269853264093399,25.9033203125,21.22802734375,-97.71728515625,3.23486328125,5.92041015625,-16.9677734375,1.0401611328125,0.0882568359375,0.1024169921875
1748547051.1370661,0.15752512216567993,0.0293109193444252,0.11167611181735992,25.76904296875,22.119140625,-96.91162109375,31.18896484375,0.9765625,-16.17431640625,1.111328125,0.078125,0.103271484375
1748547051.1390662,0.09333443641662598,-0.05280934274196625,0.043801289051771164,25.42724609375,22.10693359375,-97.5341796875,2.86865234375,-3.5400390625,-10.7421875,1.0487060546875,-0.0048828125,0.0361328125
1748547051.1803586,0.10427719354629517,0.010971114039421082,0.10130282491445541,25.78125,22.44873046875,-96.76513671875,11.53564453125,-9.033203125,-10.07080078125,1.0614013671875,0.05908203125,0.0953369140625
1748547051.2702057,0.039646029472351074,-0.008778803050518036,0.0776587724685669,25.7080078125,23.27880859375,-97.6318359375,9.6435546875,-10.986328125,-6.40869140625,0.9974365234375,0.0391845703125,0.072998046875
1748547051.3151002,0.018341660499572754,-0.04488959163427353,0.17865999042987823,25.1953125,23.1689453125,-98.03466796875,-7.01904296875,-8.7890625,-1.03759765625,0.9764404296875,0.0023193359375,0.177001953125
1748547051.3174593,0.00915461778640747,-0.010292775928974152,0.25698256492614746,24.86572265625,22.91259765625,-98.40087890625,-3.2958984375,-10.6201171875,-1.52587890625,0.9674072265625,0.0367431640625,0.2596435546875
1748547051.360154,-0.00480276346206665,-0.04998011887073517,0.22608323395252228,24.7314453125,23.25439453125,-99.12109375,-11.77978515625,-11.474609375,-2.0751953125,0.953369140625,-0.0037841796875,0.2325439453125
1748547051.450156,-0.07807552814483643,-0.022862479090690613,0.0899282842874527,24.462890625,22.4853515625,-98.0712890625,2.86865234375,-14.6484375,-9.21630859375,0.8787841796875,0.02294921875,0.097900390625
1748547051.4951155,-0.07906603813171387,0.026376832276582718,0.09480465948581696,23.1689453125,23.15673828125,-100.45166015625,1.40380859375,-14.0380859375,-11.3525390625,0.87646484375,0.0726318359375,0.1043701171875
1748547051.5400958,0.01155996322631836,0.015016064047813416,0.09395796060562134,23.79150390625,24.03564453125,-99.1943359375,9.58251953125,-14.16015625,-11.71875,0.96728515625,0.0615234375,0.1051025390625
1748547051.5850956,0.009087860584259033,-0.04261728748679161,0.10741151869297028,22.509765625,24.8046875,-100.48828125,7.26318359375,-11.1083984375,-8.30078125,0.9649658203125,0.003173828125,0.120361328125
1748547051.630122,0.011458754539489746,-0.044914186000823975,0.13552922010421753,22.65625,24.267578125,-100.0,4.21142578125,-7.6904296875,-5.2490234375,0.967529296875,0.0001220703125,0.1507568359375
1748547051.6751168,0.026395976543426514,-0.054736435413360596,0.18371117115020752,22.71728515625,24.45068359375,-100.15869140625,-2.0751953125,-3.84521484375,-1.40380859375,0.98291015625,-0.0106201171875,0.2020263671875
1748547051.765127,-0.014257967472076416,-0.03870507329702377,0.25954920053482056,22.10693359375,25.15869140625,-101.59912109375,-9.8876953125,-1.64794921875,2.3193359375,0.9420166015625,0.0047607421875,0.2822265625
1748547051.7680037,0.001704573631286621,-0.05715368688106537,0.29787781834602356,22.2412109375,24.51171875,-100.76904296875,-6.103515625,-2.685546875,1.708984375,0.9580078125,-0.0146484375,0.3255615234375
1748547051.855155,-0.025935709476470947,-0.04576442018151283,0.3079608082771301,21.76513671875,24.45068359375,-101.318359375,-8.9111328125,-4.7607421875,1.15966796875,0.929931640625,-0.0040283203125,0.3408203125
1748547051.900143,-0.07040667533874512,-0.040566038340330124,0.33120298385620117,22.03369140625,23.69384765625,-101.2939453125,8.23974609375,-9.70458984375,-3.7841796875,0.88427734375,0.00048828125,0.36962890625
1748547051.945147,-0.04631286859512329,-0.09235852211713791,0.3331718146800995,21.728515625,24.32861328125,-101.89208984375,1.40380859375,-12.20703125,-4.33349609375,0.9075927734375,-0.0528564453125,0.377197265625
1748547051.9900846,-0.09536921977996826,-0.0933530405163765,0.3898521065711975,20.73974609375,24.2919921875,-102.783203125,-0.3662109375,-14.22119140625,-7.568359375,0.85693359375,-0.055419921875,0.4404296875
1748547052.0351226,-0.08574932813644409,-0.08856859803199768,0.3732038140296936,20.12939453125,25.0732421875,-103.40576171875,2.685546875,-14.7705078125,-10.19287109375,0.8651123046875,-0.0521240234375,0.4300537109375
1748547052.0809839,-0.23127639293670654,-0.023356713354587555,0.23425695300102234,20.0927734375,24.6337890625,-103.1982421875,-2.25830078125,-12.39013671875,-9.46044921875,0.7156982421875,0.0126953125,0.2950439453125
1748547052.125884,-0.4874876141548157,-0.028373021632432938,0.03241816908121109,19.22607421875,25.5126953125,-102.978515625,14.22119140625,-6.7138671875,-12.02392578125,0.4512939453125,0.0072021484375,0.09375
1748547052.2153687,-0.5159260034561157,-0.03162567690014839,-0.24471890926361084,19.2626953125,25.93994140625,-102.47802734375,17.02880859375,4.57763671875,-14.0380859375,0.4141845703125,0.00341796875,-0.1875
1748547052.2601087,-0.5700657963752747,0.001791480928659439,-0.39818301796913147,19.44580078125,26.904296875,-102.197265625,24.90234375,24.4140625,-8.48388671875,0.3504638671875,0.036865234375,-0.34765625
1748547052.305065,-0.46448105573654175,0.12805722653865814,-0.4608718454837799,20.61767578125,27.294921875,-101.28173828125,22.39990234375,56.57958984375,11.29150390625,0.4482421875,0.165283203125,-0.4180908203125
1748547052.3080776,-0.1719188094139099,0.17144052684307098,-0.5501366257667542,21.8994140625,27.8564453125,-99.40185546875,35.46142578125,79.52880859375,28.38134765625,0.7379150390625,0.2115478515625,-0.5166015625
1748547052.3953137,0.026008307933807373,0.29058027267456055,-0.41654887795448303,24.40185546875,26.1474609375,-97.9248046875,-25.81787109375,108.70361328125,64.88037109375,0.936279296875,0.3355712890625,-0.3900146484375
1748547052.4401324,0.5989497303962708,0.15191861987113953,-0.15275117754936218,27.06298828125,23.57177734375,-96.2646484375,-29.84619140625,118.59130859375,75.8056640625,1.519287109375,0.199462890625,-0.1287841796875
1748547052.485328,0.7699690461158752,0.20487189292907715,-0.11769211292266846,28.61328125,21.39892578125,-92.98095703125,-49.98779296875,118.5302734375,76.904296875,1.7032470703125,0.255859375,-0.095703125
1748547052.5300717,0.7651657462120056,0.34374794363975525,-0.03747247904539108,30.5908203125,17.66357421875,-90.51513671875,-32.3486328125,104.18701171875,64.88037109375,1.7113037109375,0.4005126953125,-0.01611328125
1748547052.5753531,0.45370739698410034,0.2025267481803894,-0.31993719935417175,30.35888671875,15.380859375,-87.451171875,-29.23583984375,88.8671875,55.35888671875,1.407470703125,0.2626953125,-0.303955078125
1748547052.620046,0.2541239261627197,0.07240363955497742,-0.5073334574699402,31.1767578125,12.8173828125,-83.447265625,-55.2978515625,86.7919921875,49.74365234375,1.212158203125,0.1337890625,-0.4998779296875
1748547052.6650662,0.15268093347549438,0.19137956202030182,-0.4257156550884247,31.54296875,11.62109375,-80.70068359375,-48.4619140625,81.0546875,38.9404296875,1.11328125,0.2559814453125,-0.4254150390625
1748547052.75506,0.15111768245697021,0.2035830020904541,-0.6240891218185425,31.60400390625,10.2294921875,-76.85546875,-59.87548828125,72.265625,35.5224609375,1.1142578125,0.2716064453125,-0.63427734375
1748547052.8902204,0.07718855142593384,0.2788524627685547,-0.7064542174339294,31.23779296875,8.740234375,-73.59619140625,-84.5947265625,68.90869140625,36.31591796875,1.0416259765625,0.3515625,-0.728515625
1748547052.8932776,-0.04221910238265991,0.2956126928329468,-0.6755688786506653,30.96923828125,8.4228515625,-70.21484375,-46.20361328125,59.26513671875,29.9072265625,0.9215087890625,0.373291015625,-0.708984375
1748547052.8934088,-0.018591225147247314,-0.1379813700914383,-0.75300133228302,30.4931640625,7.6171875,-68.02978515625,-87.46337890625,55.419921875,35.64453125,0.94482421875,-0.0626220703125,-0.799072265625
1748547052.9352114,0.149549663066864,0.11580955982208252,-0.6759666800498962,29.40673828125,8.447265625,-65.75927734375,-91.85791015625,41.68701171875,28.86962890625,1.115478515625,0.193115234375,-0.7333984375
1748547052.980331,0.040110886096954346,0.02829783409833908,-0.6723570227622986,29.3212890625,7.861328125,-64.013671875,-13.00048828125,9.765625,14.404296875,1.0067138671875,0.1060791015625,-0.7410888671875
1748547053.0270078,-0.06295698881149292,0.16973230242729187,-0.4763626754283905,28.857421875,8.36181640625,-63.9404296875,-3.84521484375,-18.00537109375,15.2587890625,0.902587890625,0.2503662109375,-0.5531005859375
1748547053.0701416,-0.15195584297180176,0.2468818575143814,-0.4684889316558838,29.5654296875,7.373046875,-64.19677734375,49.49951171875,-53.40576171875,6.103515625,0.81103515625,0.3316650390625,-0.5531005859375
1748547053.2052298,-0.20022642612457275,0.2913024425506592,-0.30563730001449585,30.23681640625,6.7626953125,-68.95751953125,65.49072265625,-88.37890625,1.15966796875,0.7593994140625,0.3809814453125,-0.3953857421875
1748547053.2072082,-0.23089182376861572,0.42562851309776306,-0.2578467130661011,30.615234375,6.4453125,-73.9013671875,70.73974609375,-116.2109375,-6.2255859375,0.724853515625,0.5224609375,-0.3519287109375
1748547053.2503157,-0.15276288986206055,0.35652613639831543,-0.1463778018951416,31.2744140625,7.0068359375,-78.72314453125,73.18115234375,-135.43701171875,-17.7001953125,0.8004150390625,0.4593505859375,-0.242919921875
1748547053.2532322,-0.08180791139602661,0.3927716016769409,-0.1347142904996872,29.98046875,7.8857421875,-83.60595703125,72.69287109375,-139.0380859375,-27.83203125,0.8699951171875,0.502197265625,-0.2335205078125
1748547053.3402514,-0.13267862796783447,0.2342929095029831,0.06427863985300064,29.00390625,10.36376953125,-89.00146484375,55.5419921875,-134.1552734375,-38.0859375,0.81689453125,0.34765625,-0.033447265625
1748547053.3852394,-0.005870997905731201,0.2315007746219635,0.026840239763259888,26.904296875,12.4755859375,-93.701171875,40.22216796875,-124.755859375,-45.59326171875,0.943603515625,0.3487548828125,-0.0704345703125
1748547053.4312823,-0.29918259382247925,0.13799500465393066,0.23444780707359314,24.47509765625,14.697265625,-96.61865234375,62.56103515625,-116.88232421875,-59.50927734375,0.645263671875,0.257568359375,0.14111328125
1748547053.4752696,-0.28931528329849243,0.030908167362213135,0.22973227500915527,22.3876953125,18.78662109375,-99.853515625,70.49560546875,-102.84423828125,-63.8427734375,0.6502685546875,0.1510009765625,0.1402587890625
1748547053.5652213,-0.36700934171676636,-0.2182316929101944,0.14333882927894592,19.921875,21.5087890625,-102.44140625,61.34033203125,-73.486328125,-56.7626953125,0.56640625,-0.101806640625,0.0562744140625
1748547053.568052,-0.38303273916244507,-0.10825793445110321,0.07325991988182068,17.87109375,23.046875,-103.13720703125,15.0146484375,-43.212890625,-37.109375,0.5439453125,0.00634765625,-0.0125732421875
1748547053.6551735,-0.5304890275001526,-0.14632602035999298,-0.08305897563695908,16.845703125,24.15771484375,-104.541015625,14.2822265625,-11.8408203125,-21.1181640625,0.3875732421875,-0.0341796875,-0.1702880859375
